id,base_product_id,name,description,retail_price,wholesale_price,brand,pet_type,product_type,age,unit,size,flavour,image_urls,is_active,created_at,updated_at,stock_quantity,thumbnail_url,default_rating,is_featured,label,row_index
"1","1","Bestpet Kitten Chicken 85g","A nutritious food formulated for kittens with chicken (85g) helps maintain overall health.","0.300","","Bestpet","cat","food","kitten","g","85","chicken","","true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/001.png","3.6","false","Food","1"
"2","1","Bestpet adult beef 85g","A nutritious meal designed for adult pets with beef (85g) ideal for everyday feeding.","0.300","","Bestpet","cat","food","adult","g","85","beef","","true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/002.png","4.5","false","Food","2"
"3","1","Bestpet adult Chicken 85g","A nutritious meal designed for adult pets with chicken (85g) supports daily nutrition.","0.300","","Bestpet","cat","food","adult","g","85","chicken","","true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/003.png","4.7","false","Food","3"
"4","1","Bestpet adult Salmon 85g","A high-quality meal designed for adult pets with salmon (85g) helps maintain overall health.","0.300","","Bestpet","cat","food","adult","g","85","salmon","","true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/004.png","4.2","false","Food","4"
"5","1","Bestpet Adult Tuna 85g","A balanced food formulated for adult pets with tuna (85g) helps maintain overall health.","0.300","","Bestpet","cat","food","adult","g","85","tuna","","true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/005.png","4.3","false","Food","5"
"6","1","Bestpet Adult Lamb 85g","A wholesome meal designed for adult pets with lamb (85g) helps maintain overall health.","0.300","","Bestpet","cat","food","adult","g","85","lamb","","true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/006.png","3.9","false","Food","6"
"7","1","Bestpet Kitten Chicken 85g","A nutritious nutrition made for kittens with chicken (85g) supports daily nutrition.","0.250","","Bestpet","cat","food","kitten","g","85","chicken","","true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/007.jpeg","4.9","false","Food","7"
"8","1","Bestpet Adult Chicken 85g","A high-quality meal designed for adult pets with chicken (85g) ideal for everyday feeding.","0.250","","Bestpet","cat","food","adult","g","85","chicken","","true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/008.jpeg","3.7","false","Food","8"
"9","1","Bestpet Adult Beef 85g","A balanced meal designed for adult pets with beef (85g) supports daily nutrition.","0.250","","Bestpet","cat","food","adult","g","85","beef","","true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/009.png","3.9","false","Food","9"
"10","1","Bestpet Adult Lamb 85g","A nutritious nutrition made for adult pets with lamb (85g) ideal for everyday feeding.","0.250","","Bestpet","cat","food","adult","g","85","lamb","","true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/010.png","3.5","false","Food","10"
"11","1","Bestpet adult Salmon 85g","A wholesome nutrition made for adult pets with salmon (85g) ideal for everyday feeding.","0.250","","Bestpet","cat","food","adult","g","85","salmon","","true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/011.jpg","4.2","false","Food","11"
"12","1","Bestpet adult beef 400g","A balanced food formulated for adult pets with beef (400g) supports daily nutrition.","0.500","","Bestpet","cat","food","adult","g","400","beef","","true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/012.png","3.6","false","Food","12"
"13","1","Bestpet adult Chicken 400g","A nutritious food formulated for adult pets with chicken (400g) supports daily nutrition.","0.500","","Bestpet","cat","food","adult","g","400","chicken","","true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/013.jpeg","3.8","false","Food","13"
"14","1","Bestpet kitten chicken 400g","A nutritious nutrition made for kittens with chicken (400g) ideal for everyday feeding.","0.500","","Bestpet","cat","food","kitten","g","400","chicken","","true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/014.png","4.1","false","Food","14"
"15","1","Bestpet Adult Lamb 400g","A high-quality nutrition made for adult pets with lamb (400g) supports daily nutrition.","0.500","","Bestpet","cat","food","adult","g","400","lamb","","true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/015.png","3.9","false","Food","15"
"16","1","Bestpet Adult Salmon 400g","A wholesome meal designed for adult pets with salmon (400g) helps maintain overall health.","0.500","","Bestpet","cat","food","adult","g","400","salmon","","true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/016.jpeg","3.5","false","Food","16"
"17","1","Bestpet Adult Tuna & Anchovy 400g","A balanced nutrition made for adult pets with tuna (400g) supports daily nutrition.","0.500","","Bestpet","cat","food","adult","g","400","tuna","","true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/017.jpeg","4.4","false","Food","17"
"18","1","Bestpet Kitten Chicken 1kg","A balanced nutrition made for kittens with chicken (1kg) helps maintain overall health.","1.500","","Bestpet","cat","food","kitten","kg","1","chicken","","true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/018.jpeg","4.5","false","Food","18"
"19","1","Bestpet Adult Chicken 1kg","A wholesome meal designed for adult pets with chicken (1kg) ideal for everyday feeding.","1.500","","Bestpet","cat","food","adult","kg","1","chicken","","true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/019.jpeg","3.8","false","Food","19"
"20","1","Bestpet Adult Mix 1Kg","A nutritious food formulated for adult pets (1kg) supports daily nutrition.","1.500","","Bestpet","cat","food","adult","kg","1","","","true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/020.jpeg","4.0","false","Food","20"
"21","1","Bestpet Adult Salmon 1Kg","A balanced meal designed for adult pets with salmon (1kg) ideal for everyday feeding.","1.500","","Bestpet","cat","food","adult","kg","1","salmon","","true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/021.jpeg","4.7","false","Food","21"
"22","1","Bestpet Adult Chicken 15kg","A nutritious food formulated for adult pets with chicken (15kg) ideal for everyday feeding.","14.000","","Bestpet","cat","food","adult","kg","15","chicken","","true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/022.jpeg","4.8","false","Food","22"
"23","1","Bestpet Adult Mix 15Kg","A wholesome food formulated for adult pets (15kg) helps maintain overall health.","14.000","","Bestpet","cat","food","adult","kg","15","","","true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/023.jpeg","4.8","false","Food","23"
"24","24","Happy feed adult  Gourmet 1.5kg","A nutritious nutrition made for adult pets with gourmet (1.5kg) helps maintain overall health.","2.500","","Happy feed","cat","food","adult","kg","1.5","gourmet","","true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/024.png","4.7","false","Food","24"
"25","24","Happy feed adult Chicken 1.5 kg","A high-quality nutrition made for adult pets with chicken (1.5kg) supports daily nutrition.","2.500","","Happy feed","cat","food","adult","kg","1.5","chicken","","true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/025.png","3.8","false","Food","25"
"26","24","Happy feed kitten Chicken 1.5 kg","A nutritious meal designed for kittens with chicken (1.5kg) supports daily nutrition.","2.500","","Happy feed","cat","food","kitten","kg","1.5","chicken","","true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/026.jpeg","4.6","false","Food","26"
"27","24","Happy feed Sterelised Salmon 1.5 kg","A high-quality meal designed for cats with salmon (1.5kg) helps maintain overall health.","2.500","","Happy feed","cat","food","","kg","1.5","salmon","","true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/027.jpeg","4.7","false","Food","27"
"28","24","Happy feed adult Chicken 15kg","A high-quality meal designed for adult pets with chicken (15kg) ideal for everyday feeding.","12.500","","Happy feed","cat","food","adult","kg","15","chicken","","true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/028.png","4.9","false","Food","28"
"29","24","Happy feed adult Gourmet 15kg","A nutritious meal designed for adult pets with gourmet (15kg) helps maintain overall health.","12.500","","Happy feed","cat","food","adult","kg","15","gourmet","","true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/029.png","4.8","false","Food","29"
"30","24","Happy feed adult Salmon.15kg","A high-quality food formulated for adult pets with salmon (15kg) supports daily nutrition.","12.500","","Happy feed","cat","food","adult","kg","15","salmon","","true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/030.png","3.6","false","Food","30"
"31","31","OPTILIFE adult  chicken 1.kg","A nutritious food formulated for adult pets with chicken (1kg) helps maintain overall health.","4.000","","OPTILIFE","cat","food","adult","kg","1","chicken","","true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/031.png","4.7","false","Food","31"
"32","31","OPTILIFE kitten chicken 1.kg","A balanced food formulated for kittens with chicken (1kg) ideal for everyday feeding.","4.000","","OPTILIFE","cat","food","kitten","kg","1","chicken","","true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/032.png","4.3","false","Food","32"
"33","31","OPTILIFE adult chicken 2.5kg","A nutritious nutrition made for adult pets with chicken (2.5kg) supports daily nutrition.","7.000","","OPTILIFE","cat","food","adult","kg","2.5","chicken","","true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/033.png","3.9","false","Food","33"
"34","31","OPTILIFE kitten chicken 2.5kg","A balanced nutrition made for kittens with chicken (2.5kg) supports daily nutrition.","7.000","","OPTILIFE","cat","food","kitten","kg","2.5","chicken","","true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/034.png","4.0","false","Food","34"
"35","35","Lara Junior Chicken 350gm","A nutritious meal designed for kittens with chicken (350g) ideal for everyday feeding.","1.000","","Lara","cat","food","kitten","g","350","chicken","","true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/035.png","4.8","false","Food","35"
"36","35","Lara Adult Chicken 350gm","A high-quality nutrition made for adult pets with chicken (350g) supports daily nutrition.","1.000","","Lara","cat","food","adult","g","350","chicken","","true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/036.png","4.5","false","Food","36"
"37","35","Lara Junior Chicken 2kg","A wholesome food formulated for kittens with chicken (2kg) helps maintain overall health.","3.500","","Lara","cat","food","kitten","kg","2","chicken","","true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/037.jpeg","3.6","false","Food","37"
"38","35","Lara Adult Chicken 2kg","A wholesome meal designed for adult pets with chicken (2kg) ideal for everyday feeding.","3.500","","Lara","cat","food","adult","kg","2","chicken","","true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/038.png","4.5","false","Food","38"
"39","35","Lara Adult Indoor Chicken 2kg","A nutritious food formulated for adult pets with chicken (2kg) supports daily nutrition.","3.500","","Lara","cat","food","adult","kg","2","chicken","","true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/039.png","4.3","false","Food","39"
"40","35","Lara Adult Salmon 2kg","A nutritious nutrition made for adult pets with salmon (2kg) supports daily nutrition.","3.500","","Lara","cat","food","adult","kg","2","salmon","","true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/040.jpeg","4.1","false","Food","40"
"41","35","Lara Adult Beef  2kg","A balanced meal designed for adult pets with beef (2kg) supports daily nutrition.","3.500","","Lara","cat","food","adult","kg","2","beef","","true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/041.png","4.2","false","Food","41"
"42","35","Lara Adult LAMB  2kg","A nutritious food formulated for adult pets with lamb (2kg) supports daily nutrition.","3.500","","Lara","cat","food","adult","kg","2","lamb","","true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://nlgoitdbyhdoaemkixpr.supabase.co/storage/v1/object/public/product-images/products/c72b79d5-b111-4b51-a948-cceb512c0aa4/thumbnail-1766665943399.png","4.8","false","Food","42"
"43","35","Lara Adult Senior 2kg","A nutritious meal designed for senior pets (2kg) ideal for everyday feeding.","3.500","","Lara","cat","food","senior","kg","2","","","true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/043.jpeg","4.8","false","Food","43"
"44","35","Lara Adult Beef 10.kg","A wholesome food formulated for adult pets with beef (10kg) helps maintain overall health.","12.500","","Lara","cat","food","adult","kg","10","beef","","true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/044.png","3.8","false","Food","44"
"45","35","Lara Adult LAMB 10.kg","A nutritious meal designed for adult pets with lamb (10kg) supports daily nutrition.","12.500","","Lara","cat","food","adult","kg","10","lamb","","true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/045.png","3.5","false","Food","45"
"46","35","Lara Adult Chicken 10kg","A wholesome nutrition made for adult pets with chicken (10kg) helps maintain overall health.","12.500","","Lara","cat","food","adult","kg","10","chicken","","true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/046.jpeg","3.8","false","Food","46"
"47","35","Lara Adult Salmon 10kg","A balanced nutrition made for adult pets with salmon (10kg) supports daily nutrition.","12.500","","Lara","cat","food","adult","kg","10","salmon","","true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/047.png","3.8","false","Food","47"
"48","48","Classic Variety 4kg","A high-quality food formulated for cats (4kg) ideal for everyday feeding.","5.000","","Classic Variety","cat","food","","kg","4","","","true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/048.jpeg","4.9","false","Food","48"
"49","48","Classic Variety 10kg","A wholesome nutrition made for cats (10kg) helps maintain overall health.","9.500","","Classic Variety","cat","food","","kg","10","","","true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/049.png","4.9","false","Food","49"
"50","50","Enjoy Adult Chicken 1kg","A wholesome meal designed for adult pets with chicken (1kg) helps maintain overall health.","1.500","","Enjoy","cat","food","adult","kg","1","chicken","","true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/050.jpeg","4.7","false","Food","50"
"51","50","Enjoy Adult Chicken 10kg","A wholesome food formulated for adult pets with chicken (10kg) helps maintain overall health.","8.500","","Enjoy","cat","food","adult","kg","10","chicken","","true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/051.jpeg","4.2","false","Food","51"
"52","50","Enjoy Adult Multicolour Chicken 10kg","A nutritious food formulated for adult pets with chicken (10kg) ideal for everyday feeding.","8.500","","Enjoy","cat","food","adult","kg","10","chicken","","true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/052.jpeg","4.1","false","Food","52"
"53","50","Enjoy Adult Multicolour Chicken 20kg","A high-quality nutrition made for adult pets with chicken (20kg) ideal for everyday feeding.","16.000","","Enjoy","cat","food","adult","kg","20","chicken","","true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/053.jpeg","4.5","false","Food","53"
